lemma	pos	date	grouping	identifier	description	context	indexes_target_token	indexes_target_sentence	context_tokenized	indexes_target_token_tokenized	indexes_target_sentence_tokenized	context_lemmatized
bolagsstämma		1829	1	bib13506739_18290718_144030_163_0003_alto.xml-4-69	 	För att besluta de 8tgärder, hwilka böra widtagas med Ångfartyget Vngwc Frey, i anledning af den skada som under resan emellan Wester8s och Arboga den 2:dra i denne m8nad genom stötning träffar nämnde Fartyg, kallas Herrar Delägare uri det derföre inrättade Bolag, hwilket i Akriebrefwen benämnes: Bolaget för en Transport, Inrättning emellan S ' rockl) ölm och Götlieborg, alt till extra Bolagsstämma enhälligt sammanträda i Gula Salen 8 Börsen Lördagen den 8 nästk. Augusti, kl. 16 f. m., hwarivid de franwarande f8 atnöjas med de närwarandes bestut, samt endast Akriebrefs uppwisande inedforer rösträttighet; och tillkännagifwes h / irjemte, att Bolagets Reglor, enligt Bolaasstämmobeslutet af den 1 dennes, blifwit till » 8gon del förändrade igenom ett d8 gilladt och anraqet stadaande af följande Innehöll, nemliaen: ' Om sa inträffa (Tillie, att tillskott till Fartygets underhållande eller utredande ans8gos nödige, s8 äga de wid urli) st ordinarie eller extra Bolagsstämma, med iakttagande af den tid Bolaas-Reglorne utstaka, tillstSdeskommande Attisägares pluraliter, hwilken efter Aktieantalet beräknas, att s8daue tillikottbestämma och genom Direktionen uppraga l8ta, hwarwid försummad mbetältfitlg inom föreskrifwert tid hafwcr den p8följd, att Aktien, genom en i ' post- 6« Jnrikes-Tidningarne k ne g8ng«r införd annons, annulleras, och en fouinsd Aktie under sanima Nummer utfärdas, hwilkcn af Direktionen 8- öppen Auktion i Stockholm till den mestbj » da » de förföljes, p8 f8 fatt, acc det fordrade tillskottet anfes wara uti inropsfumman inbegripet, men Direktionen utiunr nar rill innehafware » af den annullerade Aktien hwad den förnyade och sålde Aktien kan p8 Auktion hafwa lemnar i öfwerskott, fedan Bolager beh8llit hwad som emot det fordrade tillffottet fwarar; skulle 8tcr t crr framtid pluraliret wid Bolagsstämma fiuna Fartygets förfäljning och tillg8ngarnes utdelning än wigare, lindrigare eller sörin8nligare, än att detsamma behalla, sa skall ocfsS nämnde pluralitets bestut derom ga i werkställighct: Warandes de hinder och wilkor, som för detza twenne Stadgande » kunna finna » uti de hittills gallande Bolags-Reqlor, härmedelst undanröjde och upphäfne, ehur » nämnde Reglor i of^igr af Bolaget tills widare bibeballas till efterrättelse."	389:401	0:2271	För att besluta de 8tgärder , hwilka böra widtagas med Ångfartyget Vngwc Frey , i anledning af den skada som under resan emellan Wester8s och Arboga den 2:dra i denne m8nad genom stötning träffar nämnde Fartyg , kallas Herrar Delägare uri det derföre inrättade Bolag , hwilket i Akriebrefwen benämnes : Bolaget för en Transport , Inrättning emellan S ' rockl ) ölm och Götlieborg , alt till extra Bolagsstämma enhälligt sammanträda i Gula Salen 8 Börsen Lördagen den 8 nästk. Augusti , kl. 16 f. m . , hwarivid de franwarande f8 atnöjas med de närwarandes bestut , samt endast Akriebrefs uppwisande inedforer rösträttighet ; och tillkännagifwes h / irjemte , att Bolagets Reglor , enligt Bolaasstämmobeslutet af den 1 dennes , blifwit till » 8gon del förändrade igenom ett d8 gilladt och anraqet stadaande af följande Innehöll , nemliaen : ' Om sa inträffa ( Tillie , att tillskott till Fartygets underhållande eller utredande ans8gos nödige , s8 äga de wid urli ) st ordinarie eller extra Bolagsstämma , med iakttagande af den tid Bolaas-Reglorne utstaka , tillstSdeskommande Attisägares pluraliter , hwilken efter Aktieantalet beräknas , att s8daue tillikottbestämma och genom Direktionen uppraga l8ta , hwarwid försummad mbetältfitlg inom föreskrifwert tid hafwcr den p8följd , att Aktien , genom en i ' post- 6« Jnrikes-Tidningarne k ne g8ng«r införd annons , annulleras , och en fouinsd Aktie under sanima Nummer utfärdas , hwilkcn af Direktionen 8- öppen Auktion i Stockholm till den mestbj » da » de förföljes , p8 f8 fatt , acc det fordrade tillskottet anfes wara uti inropsfumman inbegripet , men Direktionen utiunr nar rill innehafware » af den annullerade Aktien hwad den förnyade och sålde Aktien kan p8 Auktion hafwa lemnar i öfwerskott , fedan Bolager beh8llit hwad som emot det fordrade tillffottet fwarar ; skulle 8tcr t crr framtid pluraliret wid Bolagsstämma fiuna Fartygets förfäljning och tillg8ngarnes utdelning än wigare , lindrigare eller sörin8nligare , än att detsamma behalla , sa skall ocfsS nämnde pluralitets bestut derom ga i werkställighct : Warandes de hinder och wilkor , som för detza twenne Stadgande » kunna finna » uti de hittills gallande Bolags-Reqlor , härmedelst undanröjde och upphäfne , ehur » nämnde Reglor i of^igr af Bolaget tills widare bibeballas till efterrättelse . "	69	0:379	för att besluta en 8tgärder $ hwilka böra widtaga med ångfartyg vngwc frey $ i anledning af den skada som under resa emellan wester8s och arboga den $ i denna m8nad genom stötning träffa nämna fartyg $ kalla herre delägare uri den derföre inrätta bolag $ hwilket i akriebrefwen benämna $ bolag för en transport $ inrättning emellan s $ rockl $ ölm och götlieborg $ alt till extra bolagsstämma enhällig sammanträda i gul sal 8 börsen lördag den 8 $ augusti $ $ 16 $ m $ $ hwar en franwarande f8 atnöjas med en närwarandes bestut $ samt endast akriebrefs uppwisande inedforer rösträttighet $ och tillkännagifwes h $ irjemte $ att bolag reglor $ enligt bolaasstämmobeslutet af den 1 denna $ blifwit till $ 8gon del förändra igenom en d8 gilladt och anraqet stadaande af följa innehålla $ nemliaen $ $ om säga inträffa $ tillie $ att tillskott till fartyg underhålla eller utreda ans8gos nödig $ s8 äga de wid urli $ st ordinarie eller extra bolagsstämma $ med iaktta af den tid $ utstaka $ tillstsdeskommande attisägares pluraliter $ hwilken efter aktieantal beräkna $ att s8daue tillikottbestämma och genom direktion uppraga l8ta $ hwarwid försumma mbetältfitlg inom föreskrifwert tid hafwcr den p8följd $ att aktie $ genom en i $ post $ $ k ne $ införa annons $ annullera $ och en fouinsd aktie under sanima nummer utfärda $ hwilkcn af direktion $ öppen auktion i stockholm till den mestbj $ da $ de förfölja $ p8 f8 fatt $ acc den fordra tillskott anfes wara uti inropsfumman inbegripa $ men direktion utiunr nar rill innehafware $ af den annullera aktie hwad den förnya och sälja aktie kunna p8 auktion hafwa lemna i öfwerskott $ fedag bolager beh8llit hwad som emot den fordra tillffottet fwarar $ skola 8tcr t crr framtid pluraliret wid bolagsstämma fiuna fartyg förfäljning och tillg8ngarnes utdelning än wigare $ lindrig eller sörin8nligare $ än att densamma behalla $ säga skola ocfss nämna pluralitet bestut derom ga i werkställighct $ warandes en hinder och wilkor $ som för detza twenne stadgande $ kunna finna $ uti en hittills galla $ $ härmedelst undanröja och upphäfne $ ehur $ nämna reglor i $ af bolag tills widare bibeballas till efterrättelse $ $
bolagsstämma		1830	1	bib15650837_18300331_146391_26_0002_alto.xml-29-23	 	instundande April mänad hwarie SöcknedagS föriniddag frän kl. 1« till 12, att HoS undertecknad, sä wäl anteckna sig till den wid Bolagsstämman d.	129:142	0:145	instundande April mänad hwarie SöcknedagS föriniddag frän kl. 1« till 12 , att HoS undertecknad , sä wäl anteckna sig till den wid Bolagsstämman d .	23	0:26	instunda april mänad hwarie söcknedags föriniddag frän $ $ till 12 $ att hos underteckna $ sä wäl anteckna sig till den wid bolagsstämma d $
bolagsstämma		1828	1	bib11653823_18280916_144010_216_0002_alto.xml-34-85	 	i Räder funnit godt tillära, att ägare till Sletier, som äro bclänte uti Riksens Ständers BancoiDiscoil » eller Allmänna BrandförsäkringSwerket, mä för detza, såsom fö » andre Actirr, wid Bolagsstämman föra talan; dock med willor, att agaren lill dylika Aktier wid BolggSstämman företer Direktionens as ber Werk, Ler de äro pamsaire, inom en mänad förut meddeldia bewiS, att Actierne äro i ettdera af nämnde Werk förwarade, och bewijrt deröfwer utfärdad^ i andamäl ari wid Bolagsstämman begagnas; Lfweufom alt Kongl.	473:486	0:516	i Räder funnit godt tillära , att ägare till Sletier , som äro bclänte uti Riksens Ständers BancoiDiscoil » eller Allmänna BrandförsäkringSwerket , mä för detza , såsom fö » andre Actirr , wid Bolagsstämman föra talan ; dock med willor , att agaren lill dylika Aktier wid BolggSstämman företer Direktionens as ber Werk , Ler de äro pamsaire , inom en mänad förut meddeldia bewiS , att Actierne äro i ettdera af nämnde Werk förwarade , och bewijrt deröfwer utfärdad^ i andamäl ari wid Bolagsstämman begagnas ; Lfweufom alt Kongl .	85	0:92	i räd finna god tillära $ att ägare till sletier $ som äro bclänte uti riks stånd bancoidiscoil $ eller allmän brandförsäkringswerket $ mä för detza $ såsom fö $ andra actirr $ wid bolagsstämma föra talan $ dock med willor $ att agar lill dylik aktie wid bolggsstämman förete direktion as be werk $ le de äro pamsaire $ inom en mänad förut meddeldia bewis $ att actierne äro i ettdera af nämna werk förwarade $ och bewijrt deröfwer $ i andamäl aria wid bolagsstämma begagna $ lfweufom alt kongl $
bolagsstämma		1828	1	bib11653823_18280213_144010_37_0003_alto.xml-17-12	 	23 i denne månad, kl. li f. m., ntlyste Bolagsstämma kommer att hallas	40:52	0:70	23 i denne månad , kl. li f. m . , ntlyste Bolagsstämma kommer att hallas	12	0:16	23 i denna månad $ $ lie $ m $ $ ntlyste bolagsstämma komma att halla
bolagsstämma		1829	1	bib13506739_18290408_144030_81_0003_alto.xml-4-6	 	Sedan Gustafsbergs Fabrikers Bolag wid Errra Bolagsstämma den in sistk.	45:57	0:71	Sedan Gustafsbergs Fabrikers Bolag wid Errra Bolagsstämma den in sistk .	6	0:11	sedan gustafsbergs fabrik bolag wid errra bolagsstämma den in sistk $
bolagsstämma		1820	1	bib11653825_18200727_145134_81_0003_alto.xml-11-10	 	10 f. m. sammanträda i Linköping till allmän Ordinarie Bolagsstämma; hroarsörinn-an deHrrAettcägare, som sädanr ästnnda, äga att wid Bolagets Conior i Stockholm, samt hos ProvineeDirectloiicrnc i Oster - och Wcster.gslland deponera stna Aetiec ernet bewiS, hwilka, lika med nvpwiste Actier, berättiga till deltagande i sammankomsten, pä sätt 2 moln.	55:67	0:349	10 f. m . sammanträda i Linköping till allmän Ordinarie Bolagsstämma ; hroarsörinn-an deHrrAettcägare , som sädanr ästnnda , äga att wid Bolagets Conior i Stockholm , samt hos ProvineeDirectloiicrnc i Oster - och Wcster.gslland deponera stna Aetiec ernet bewiS , hwilka , lika med nvpwiste Actier , berättiga till deltagande i sammankomsten , pä sätt 2 moln .	10	0:59	10 $ m $ sammanträda i linköping till allmän ordinarie bolagsstämma $ $ dehrraettcägare $ som sädanr ästnnda $ äga att wid bolag conior i stockholm $ samt hos provineedirectloiicrnc i oster $ och $ deponera stna aetiec ern bewis $ hwilka $ lika med nvpwiste actier $ berättiga till deltagande i sammankomst $ pä sätt 2 moln $
bolagsstämma		1810	1	bib19520388_18100620_147487_25_0003_alto.xml-1-3	 	553 (b Bolagsstämma i Pag med Oelägarne uti del här i staden inrättade Oiscont werk, Mer" Herr Coinmerce RZdel, Borgmästaren och Riddaren af ttongl.	7:19	0:148	553 ( b Bolagsstämma i Pag med Oelägarne uti del här i staden inrättade Oiscont werk , Mer " Herr Coinmerce RZdel , Borgmästaren och Riddaren af ttongl .	3	0:29	553 $ b bolagsstämma i page med oelägarne uti del här i stad inrätta oiscont werk $ mer $ herr coinmerce rzdel $ borgmästare och riddare af ttongl $
bolagsstämma		1816	1	bib15650837_18160427_146391_34_0001_alto.xml-1-13	 	^amtelige Actie » egare uti Linköpings AHembl-e » och SpectaelehuS kalla- till allmäniga Bolagsstämman den li nästinstundande Maj, som är en Lördag, klockan z ester,; en, i samma Hus.	89:102	0:183	^amtelige Actie » egare uti Linköpings AHembl-e » och SpectaelehuS kalla- till allmäniga Bolagsstämman den li nästinstundande Maj , som är en Lördag , klockan z ester , ; en , i samma Hus .	13	0:35	$ actie $ egare uti linköping $ $ och spectaelehus $ till allmäniga bolagsstämma den lie nästinstundande maj $ som vara en lördag $ klocka z est $ $ en $ i samma hus $
bolagsstämma		1826	1	bib11653823_18261216_144010_293_0002_alto.xml-18-6	 	tieägame i Hnfwudstaden ill en extra Bolagsstämma, wilia OmbuV till dewakande af BvlageiS rätt, utse en Castaförwaltare, och gZ i författning om Acliebrefwenr tryckning.	37:49	0:169	tieägame i Hnfwudstaden ill en extra Bolagsstämma , wilia OmbuV till dewakande af BvlageiS rätt , utse en Castaförwaltare , och gZ i författning om Acliebrefwenr tryckning .	6	0:28	tieägame i hnfwudstaden ill en extra bolagsstämma $ wilia ombuv till dewakande af bvlageis rätt $ utse en castaförwaltare $ och gz i författning om acliebrefwenr tryckning $
bolagsstämma		1810	1	bib13506739_18100409_144030_83_0001_alto.xml-2-5	 	kallade, att till Allmän Bolagsstämma uti Södertelje Stad, pä Rådstugan sammanträda, Onsdagen den 27 uti nästinstundande Junii månad, kl. 10 förmiddagen, för att erhålla Berättelse oin Werkets tillstånd och förwalrning, widtaga de bestsr, som nödiga finnas, samt, jämte Revisorer för grantingen af För » waltniugen och Räken,?aperne, till Bol« » ets nasta Sammankomst walja andr« eller samma Oireetturer,	25:37	0:404	kallade , att till Allmän Bolagsstämma uti Södertelje Stad , pä Rådstugan sammanträda , Onsdagen den 27 uti nästinstundande Junii månad , kl. 10 förmiddagen , för att erhålla Berättelse oin Werkets tillstånd och förwalrning , widtaga de bestsr , som nödiga finnas , samt , jämte Revisorer för grantingen af För » waltniugen och Räken , ?aperne , till Bol« » ets nasta Sammankomst walja andr« eller samma Oireetturer ,	5	0:71	kalla $ att till allmän bolagsstämma uti södertelje stad $ pä rådstuga sammanträda $ onsdag den 27 uti nästinstundande junii månad $ $ 10 förmiddag $ för att erhålla berättelse oin werkets tillstånd och förwalrning $ widtaga en bestsr $ som nödig finna $ samt $ jämte revisor för granting af för $ waltniugen och räken $ $ $ till $ $ e nasta sammankomst walja $ eller samma oireetturer $
bolagsstämma		1827	1	bib19277277_18270303_147682_52_0002_alto.xml-10-4	 	Sedan wid här hälleii Bolagsstämma med Iobaniiesborgs Herrar Jnterrepeiiter ett tillflott af & gt; 20 R:dr B:ko pr Aktie till WerketS bedrifwande ansetts nödigt, sä » är Direktionen härigenom anmoda Herrar Jnterrepeiiter, att sä snart fle kan och senast inom nästa Mars mänads stut, wid de » päfölid.	22:34	0:300	Sedan wid här hälleii Bolagsstämma med Iobaniiesborgs Herrar Jnterrepeiiter ett tillflott af & gt ; 20 R:dr B:ko pr Aktie till WerketS bedrifwande ansetts nödigt , sä » är Direktionen härigenom anmoda Herrar Jnterrepeiiter , att sä snart fle kan och senast inom nästa Mars mänads stut , wid de » päfölid .	4	0:53	sedan wid här hälleii bolagsstämma med iobaniiesborgs herre jnterrepeiiter en tillflott af $ gt $ 20 $ $ pr aktie till werkets bedrifwande anse nödig $ sä $ vara direktion härigenom anmoda herre jnterrepeiiter $ att sä snar fly kunna och sen inom nästa mars mänads stut $ wid en $ päfölid $
bolagsstämma		1819	1	bib11653806_18190528_145120_59_0005_alto.xml-2-51	 	SpectakelhnS, sorn wik Bolagsstämman i dag icke uttagit den bestämda utdelliiugen io Procent af AeticCapitalet, behagade inom nästa Jnnii mänads flut upvwisa stna Actier hos nägoli af Directenrerne häri Staden, för att iltdcl » i » gen uppbära, helst fädant sedermera icke kail ffe förrän wid nästa Bolagsstämma.	299:311	0:312	SpectakelhnS , sorn wik Bolagsstämman i dag icke uttagit den bestämda utdelliiugen io Procent af AeticCapitalet , behagade inom nästa Jnnii mänads flut upvwisa stna Actier hos nägoli af Directenrerne häri Staden , för att iltdcl » i » gen uppbära , helst fädant sedermera icke kail ffe förrän wid nästa Bolagsstämma .	51	0:53	spectakelhns $ sorn wik bolagsstämma i dag icke utta den bestämd utdelliiugen io procent af aeticcapitalet $ behaga inom nästa jnnii mänads flut upvwisa stna actier hos nägoli af directenrerne häri stad $ för att iltdcl $ i $ gen uppbära $ gärna fädant sedermera icke kail ffe förrän wid nästa bolagsstämma $
bolagsstämma		1821	1	bib19225772_18210227_148004_24_0002_alto.xml-6-10	 	6 nästkommande Mars kl. io f. m. list ordinarie Bolagsstämmas	48:61	0:61	6 nästkommande Mars kl. io f. m . list ordinarie Bolagsstämmas	10	0:11	6 nästkommande mars $ io $ m $ list ordinarie bolagsstämma
bolagsstämma		1830	1	bib13506739_18300524_144030_117_0002_alto.xml-8-33	 	Styrelsen wid Städernes Allinänna B&gt; andstods-Bolag sär härmed erin » ra, att hivar och en, som, antingen i egenskap af Delägare eller i grund af Fullmakt, ämnar bewista Bolagsstämman den 1 instund.	173:186	0:201	Styrelsen wid Städernes Allinänna B&gt ; andstods-Bolag sär härmed erin » ra , att hivar och en , som , antingen i egenskap af Delägare eller i grund af Fullmakt , ämnar bewista Bolagsstämman den 1 instund .	33	0:38	styrelse wid städernes allinänna $ $ $ sär härmed eri $ ra $ att hiva och en $ som $ antingen i egenskap af delägare eller i grund af fullmakt $ ämna bewista bolagsstämma den 1 instund $
bolagsstämma		1823	1	bib19225792_18230712_147359_27_0002_alto.xml-0-8	 	Herrar Jntereffenter i Kullens Fabrik behaH«de sammanträda till Bolagsstämma i HrAle?.	64:76	0:86	Herrar Jntereffenter i Kullens Fabrik behaH«de sammanträda till Bolagsstämma i HrAle ? .	8	0:13	herre jntereffenter i kull fabrik $ sammanträda till bolagsstämma i hrale $ $
bolagsstämma		1830	1	bib19227291_18300804_145289_31_0004_alto.xml-1-4	 	Skepps-Warf ivid hällne allmänna Bolagsstämman den 22 dennas fattade Bestut, kommer den wid harwarande Skepps Warf liggande, af Ek och Furu pä Crawel nppbygda Galeas Nya Försöket kallad, om ^6 swära laster, att ytterligare till salu utbjudas; och som detta Fartyg nu mera blnwit utrustadt och satt i segelbart stand metz tillhörande Segel och Tacklage jemte 3:ne Skeppsankare och en Bät, allt nvtteo&lt; 9 eo&lt; 9 bastant; sa lemnäs hogade köpare tillfälle, att, efter inhämtad närmare kännedom pä stället om detta Fartygs, bcffatfenhet, strifteligen göra fine anbud, stälde till Warfs Direktionen härstädes, hwilka stä öppna att emottagas och beswaras till nästkommande Augusti månads stut.	33:46	0:692	Skepps-Warf ivid hällne allmänna Bolagsstämman den 22 dennas fattade Bestut , kommer den wid harwarande Skepps Warf liggande , af Ek och Furu pä Crawel nppbygda Galeas Nya Försöket kallad , om ^6 swära laster , att ytterligare till salu utbjudas ; och som detta Fartyg nu mera blnwit utrustadt och satt i segelbart stand metz tillhörande Segel och Tacklage jemte 3:ne Skeppsankare och en Bät , allt nvtteo&lt ; 9 eo&lt ; 9 bastant ; sa lemnäs hogade köpare tillfälle , att , efter inhämtad närmare kännedom pä stället om detta Fartygs , bcffatfenhet , strifteligen göra fine anbud , stälde till Warfs Direktionen härstädes , hwilka stä öppna att emottagas och beswaras till nästkommande Augusti månads stut .	4	0:120	$ ivid hällne allmän bolagsstämma den 22 denna fatta bestut $ komma den wid harwarande skepp warf ligga $ af ek och furu pä crawel nppbygda galeas ny försök kalla $ om $ swära last $ att ytterlig till salu utbjuda $ och som denna fartyg nu mera blnwit utrustadt och sitta i segelbar stand metz tillhöra segel och tacklage jemte $ skeppsankare och en bät $ all $ $ 9 $ $ 9 bastant $ säga lemnäs hogade köpare tillfälle $ att $ efter $ nära kännedom pä ställ om denna fartyg $ bcffatfenhet $ strifteligen göra fin anbud $ stälde till warfs direktion härstädes $ hwilka stä öppna att emotta och beswaras till nästkommande augusti månad stut $
bolagsstämma		1825	1	bib19225772_18250930_148004_113_0004_alto.xml-13-2	 	Till allmän Bolagsstämma, som hålles hos Fru Winberg wid stora Torget, kallas samtelige Herrar Jntretzcntcr uti nya Ridhuset att sammanträda i dag d.	12:24	0:149	Till allmän Bolagsstämma , som hålles hos Fru Winberg wid stora Torget , kallas samtelige Herrar Jntretzcntcr uti nya Ridhuset att sammanträda i dag d .	2	0:26	till allmän bolagsstämma $ som hålla hos fru winberg wid stor torg $ kalla samtelige herre jntretzcntcr uti ny ridhus att sammanträda i dag d $
bolagsstämma		1830	1	bib19277277_18300317_147682_63_0002_alto.xml-2-18	 	Samtlige Herrar Aktieägare uti Ångfartyget Dngwe Frev beha&gt; gade, till den i BolagS-Rtglorne föreffrifne allmänna ärliga Bolagsstämma, sammanträda uti Gula Salen pä Börstil Lördagen den 3 uajlf.	124:136	0:197	Samtlige Herrar Aktieägare uti Ångfartyget Dngwe Frev beha&gt ; gade , till den i BolagS-Rtglorne föreffrifne allmänna ärliga Bolagsstämma , sammanträda uti Gula Salen pä Börstil Lördagen den 3 uajlf .	18	0:31	samtlig herre aktieägare uti ångfartyg dngwe frev $ $ gade $ till den i $ föreffrifne allmän ärlig bolagsstämma $ sammanträda uti gul sal pä börstil lördag den 3 uajlf $
bolagsstämma		1827	1	bib11653823_18270131_144010_25_0002_alto.xml-12-2	 	ark Ordinarie Bolagsstämma med Aetieägarnc mi Göteborgs Di stom, kommer arr hällas här i Stockholm och RiksgäldsconrorckS Hus pä Riddarholmen, Fredagen d.	14:26	0:154	ark Ordinarie Bolagsstämma med Aetieägarnc mi Göteborgs Di stom , kommer arr hällas här i Stockholm och RiksgäldsconrorckS Hus pä Riddarholmen , Fredagen d .	2	0:25	ark ordinarie bolagsstämma med aetieägarnc mi göteborg di stom $ komma arr hälla här i stockholm och riksgäldsconrorcks hus pä riddarholmen $ fredag d $
bolagsstämma		1826	1	bib11653823_18260503_144010_101_0003_alto.xml-1-14	 	fattade beflut, anmodas Hrr Lottägare r Stockholms SjöApecurancesallffap, att sammanträda till allmän Bolagsstämma, fvm Lördagen ' d. st nästk. Maj kl. half - o f. m. kommer att hällas i Gilla Sale » a.	102:114	0:202	fattade beflut , anmodas Hrr Lottägare r Stockholms SjöApecurancesallffap , att sammanträda till allmän Bolagsstämma , fvm Lördagen ' d. st nästk. Maj kl. half - o f. m . kommer att hällas i Gilla Sale » a .	14	0:39	fatta beflut $ anmoda hrr lottägare r stockholm sjöapecurancesallffap $ att sammanträda till allmän bolagsstämma $ fvm lördag $ $ st $ maj $ half $ o $ m $ komma att hälla i gill sale $ a $
bolagsstämma		1819	1	bib13506739_18190324_144030_69_0002_alto.xml-1-15	 	I anseende tiZ messankommande förhinder blsswer den i Dagligt Allehanda den 19 Mars anvonccradt Atö Bolagsstämma Lördagen de » 24 nästk. April, i ftdtt.ct för Onsdagen den 28 i samma manad.	100:112	0:189	I anseende tiZ messankommande förhinder blsswer den i Dagligt Allehanda den 19 Mars anvonccradt Atö Bolagsstämma Lördagen de » 24 nästk. April , i ftdtt.ct för Onsdagen den 28 i samma manad .	15	0:33	i anseende tiz messankommande förhinder blsswer den i daglig allehanda den 19 mars anvonccradt atö bolagsstämma lördag de $ 24 $ april $ i $ för onsdag den 28 i samma mana $
bolagsstämma		1823	1	bib19225772_18230715_148004_78_0001_alto.xml-2-8	 	Herrar Jnterefienter i Kullens Fabrik behagade sammanträda till Bolagsstämma i Hr Alex.	64:76	0:87	Herrar Jnterefienter i Kullens Fabrik behagade sammanträda till Bolagsstämma i Hr Alex .	8	0:13	herre jnterefienter i kull fabrik behaga sammanträda till bolagsstämma i hr alex $
bolagsstämma		1822	1	bib19225772_18220719_148004_81_0003_alto.xml-1-40	 	M Prytz ' s benägna löfte att, ä mina wagnar, wara ena mottagaren af sadan inbetalning af de Herdar Aktieägare, hwilka önsta att i Götheborg densamma fullgöra; men som enligt samrelige Herdar Aktieägares beflut, wid Bolagsstämma 1818 för sadan liqwidation annorstädes an i Stockholm, erfordras, akt de särffildt igenom Wal utse en af deras medel, som under gemensam answarighet med Canal Directeuren ä stäiiet besörjer emvitagningen och till StockHolm vfwersänder beloppet derföre, anhäller jag att Herdar Aktieägare, svin önsta begagna denna förman, äfwen behagade Tisdagen den 23 dennes kl. ia pa förmiddagen uti Stadens Herror Aiostes Rum malja, eller förena sig om, ett sadant Ombud.	216:228	0:687	M Prytz ' s benägna löfte att , ä mina wagnar , wara ena mottagaren af sadan inbetalning af de Herdar Aktieägare , hwilka önsta att i Götheborg densamma fullgöra ; men som enligt samrelige Herdar Aktieägares beflut , wid Bolagsstämma 1818 för sadan liqwidation annorstädes an i Stockholm , erfordras , akt de särffildt igenom Wal utse en af deras medel , som under gemensam answarighet med Canal Directeuren ä stäiiet besörjer emvitagningen och till StockHolm vfwersänder beloppet derföre , anhäller jag att Herdar Aktieägare , svin önsta begagna denna förman , äfwen behagade Tisdagen den 23 dennes kl. ia pa förmiddagen uti Stadens Herror Aiostes Rum malja , eller förena sig om , ett sadant Ombud .	40	0:119	m prytz $ s benägen löfte att $ ä jag wagnar $ wara ena mottagare af sadan inbetalning af en herde aktieägare $ hwilka önsta att i götheborg densamma fullgöra $ men som enligt samrelige herde aktieägare beflut $ wid bolagsstämma 1818 för sadan liqwidation annorstädes an i stockholm $ erfordra $ akt de särffildt igenom wal utse en af de medel $ som under gemensam answarighet med canal directeuren ä stäiiet besörja emvitagningen och till stockholm vfwersänder belopp derföre $ anhäller jag att herde aktieägare $ svin önsta begagna denna förman $ äfwen behaga tisdag den 23 denna $ ia pa förmiddag uti stad herror aiostes rum malja $ eller förena sig om $ en sadant ombud $
bolagsstämma		1828	1	bib11653828_18281027_144028_246_0001_alto.xml-1-26	 	5i:o 247, anser jag wig end-st böra hä, livisa läsaren af benna tidning lill bet Prols » loll, sam höll- och justerades wid Bolagsstämman lör Göta Kanals Äktie.egare, och o » förtöfwadt blir lrvckt; läsaien stoll dä läll (filia inullen tet sann » sördällond-ct och be mänga salsta uppqifter, forn nämnde artikels författare sökt sprida, troligen esur andras niififtrstätda berättelser, enär dan ti mätte sjelf basa.a biwista ' Bvlagsstäm » man, emedan han wäl ej ka » anses hafma deltagit l densamma lystnad, eller gsoik fig saker till delaktighet i underläkantct att anföra reservation och protest - mot de witz Bvlagstämmon gjorda framställningar, för hwilken tgstnad och underläienhet han straffar de akrie.kgare, som teo moro samlade; äfwentom man ir.äJ.äJ b ' r fä antaga, • tt örn dan warit närwarande wid Bolagstämman, dan dä ej kunnat framgä med sädana uppefter; hwaribland, att nu bläkt hälla fia wid de förr?.!	124:137	0:920	5i:o 247 , anser jag wig end-st böra hä , livisa läsaren af benna tidning lill bet Prols » loll , sam höll- och justerades wid Bolagsstämman lör Göta Kanals Äktie.egare , och o » förtöfwadt blir lrvckt ; läsaien stoll dä läll ( filia inullen tet sann » sördällond-ct och be mänga salsta uppqifter , forn nämnde artikels författare sökt sprida , troligen esur andras niififtrstätda berättelser , enär dan ti mätte sjelf basa.a biwista ' Bvlagsstäm » man , emedan han wäl ej ka » anses hafma deltagit l densamma lystnad , eller gsoik fig saker till delaktighet i underläkantct att anföra reservation och protest - mot de witz Bvlagstämmon gjorda framställningar , för hwilken tgstnad och underläienhet han straffar de akrie.kgare , som teo moro samlade ; äfwentom man ir.äJ .äJ b ' r fä antaga , • tt örn dan warit närwarande wid Bolagstämman , dan dä ej kunnat framgä med sädana uppefter ; hwaribland , att nu bläkt hälla fia wid de förr ? . !	26	0:171	$ 247 $ anse jag wig $ böra hä $ livisa läsare af benna tidning lill bita prols $ loll $ simma $ och justera wid bolagsstämma lör göta kanal $ $ och o $ förtöfwadt bli lrvckt $ läsaien stoll dä läll $ filia inull te sann $ $ och be mänga salsta uppqifter $ forn nämna artikel författare söka sprida $ troligen esur annan niififtrstätda berättelse $ enär dag ti mäta sjelf $ biwista $ bvlagsstäm $ man $ emedan han wäl ej ka $ anse hafma delta l densamma lystnad $ eller gsoik fig sak till delaktighet i underläkantct att anföra reservation och protest $ mot en witz bvlagstämmon göra framställan $ för hwilken tgstnad och underläienhet han straffa en $ $ som teo moro samla $ äfwentom man $ $ b $ r fä anta $ $ te örn dag warit närwarande wid bolagstämma $ dag dä ej kunna framgä med sädana uppefter $ hwaribland $ att nu bläkt hälla fia wid en förr $ $ $
