jsd,freq_clusters_1,freq_clusters_2,parameters
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.4113330221378465,"{0: 7, 1: 3}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.5824830044961058,"{1: 4, 0: 14}","{1: 7, 0: 1}","{'word': 'Titel', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.5495789296712446,"{0: 16, 1: 2}","{0: 5, 1: 13}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.41285710496046085,"{0: 4, 1: 6}","{0: 18, 1: 3}","{'word': 'artikulieren', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.4445335687068364,"{0: 9, 2: 0, 1: 12}","{0: 10, 2: 5, 1: 4}","{'word': 'Fuß', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.9215556192724641,"{1: 0, 0: 16}","{1: 18, 0: 1}","{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.5973835859231214,"{0: 18, 1: 0}","{0: 8, 1: 10}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'rusemshift-train', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.47023907160543416,"{0: 9, 2: 0, 1: 12}","{0: 9, 2: 6, 1: 4}","{'word': 'Fuß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.466376686346318,"{1: 2, 0: 8}","{1: 11, 0: 4}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.43689186833942056,"{0: 18, 1: 0}","{0: 12, 1: 6}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.49663938991773854,"{0: 9, 2: 0, 1: 12}","{0: 8, 2: 7, 1: 4}","{'word': 'Fuß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.45818454961668503,"{0: 16, 1: 2}","{0: 7, 1: 11}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.47023907160543416,"{0: 9, 2: 0, 1: 12}","{0: 9, 2: 6, 1: 4}","{'word': 'Fuß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8660933593827023,"{1: 1, 0: 23}","{1: 23, 0: 1}","{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.43689186833942056,"{0: 18, 1: 0}","{0: 12, 1: 6}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'ru-ru', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 21},{0: 24},"{'word': 'Rezeption', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8755507231375748,"{0: 2, 1: 19}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 16},{0: 19},"{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 23},"{'word': 'Sensation', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5183304704428527,"{0: 18, 1: 0}","{0: 10, 1: 8}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.33796002126708957,"{0: 22, 1: 0}","{0: 15, 1: 4}","{'word': 'Manschette', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.9275052338234234,"{0: 1, 1: 20}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.9215556192724641,"{1: 0, 0: 16}","{1: 18, 0: 1}","{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5579230452841438,"{0: 18, 1: 0}","{0: 9, 1: 9}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.2895421595678569,"{0: 22, 1: 0}","{0: 16, 1: 3}","{'word': 'Manschette', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 21},{0: 19},"{'word': 'Fuß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 24},{0: 24},"{'word': 'abgebrüht', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.6582502526470956,"{0: 3, 1: 10}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.9275052338234234,"{0: 1, 1: 20}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8707908228691708,"{1: 0, 0: 20}","{1: 18, 0: 2}","{'word': 'abbauen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.2318490096397192,"{0: 3, 1: 1}","{0: 16, 1: 1}","{'word': 'zersetzen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 25},{0: 22},"{'word': 'Armenhaus', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.9215556192724641,"{1: 0, 0: 16}","{1: 18, 0: 1}","{'word': 'Ohrwurm', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5579230452841438,"{0: 5, 1: 5}","{0: 23, 1: 0}","{'word': 'Sensation', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 18},{0: 8},"{'word': 'Titel', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5273252365595997,"{0: 2, 1: 8}","{0: 12, 1: 3}","{'word': 'Schmiere', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.5183304704428527,"{0: 18, 1: 0}","{0: 10, 1: 8}","{'word': 'ausspannen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.49834775791396313,"{0: 20, 1: 0}","{0: 7, 1: 5}","{'word': 'packen', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.0,{0: 10},{0: 21},"{'word': 'artikulieren', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.8799327917609389,"{0: 0, 1: 8}","{0: 10, 1: 1}","{'word': 'abdecken', 'quantile': 2, 'dataset': 'en-en', 'binarize': False}"
0.29469659524309905,"{0: 6, 1: 5}","{0: 12, 1: 2}","{'word': 'überspannen', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 22},{0: 19},"{'word': 'Manschette', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.3186998248740041,"{0: 9, 1: 12}","{0: 15, 1: 4}","{'word': 'Fuß', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.3360412400455753,"{0: 21, 1: 0}","{0: 19, 1: 5}","{'word': 'Rezeption', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.8166380632616623,"{1: 1, 0: 23}","{1: 22, 0: 2}","{'word': 'abgebrüht', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.5946642729055968,"{0: 4, 1: 9}","{0: 17, 1: 1}","{'word': 'Dynamik', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.8302961801327811,"{0: 3, 1: 18}","{0: 24, 1: 0}","{'word': 'Engpaß', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.924660694787462,"{1: 0, 0: 20, 2: 0}","{1: 18, 0: 1, 2: 1}","{'word': 'abbauen', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 19},{0: 17},"{'word': 'Mißklang', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 22},{0: 9},"{'word': 'Abgesang', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 2},{0: 21},"{'word': 'Knotenpunkt', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 23},{0: 23},"{'word': 'Spielball', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 4},{0: 17},"{'word': 'zersetzen', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.7609704747352596,"{1: 2, 0: 23}","{1: 20, 0: 2}","{'word': 'Armenhaus', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
1.0,"{1: 0, 0: 16}","{1: 19, 0: 0}","{'word': 'Ohrwurm', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 17},{0: 19},"{'word': 'Eintagsfliege', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
0.0,{0: 10},{0: 20},"{'word': 'Seminar', 'quantile': 3, 'dataset': 'rusemshift-finetune', 'binarize': False}"
