,context_id,word,gold_sense_id,predict_sense_id,positions,context
1317,1318,лайка,1,,95-99," он с монтёр, приходить починять электричество. мочь, она это сделать, пользоваться отсутствие лайк, мочь, она и ненавидеть лайк как потенциальный свидетель она вероломный замысел. теперь"
1318,1319,лайка,1,,103-107," информатор ''. они предупреждать, если поблизости оказываться человек или крупный хищник. а сибирский лайк привлечь внимание молодой сулимов тем, что в 60-градусный мороз, когда любой"
1319,1320,лайка,1,,79-91," добыча, выгнуть остроносый свой морда, всё-таки слизнуть кровь с морда старый собаки.лайка успокоиться, вновь лечь. матвей лука сесть на повалить берёза, вынуть складный нож("
1320,1321,лайка,1,,77-81," себя тем, что приобретать окраска окружающий среда. тут и зверь-то белые -- лайк, олень, песец, горностай. какой чудесный, кстати, олень! совсем белых не так много,"
1321,1322,лайка,1,,93-97,", другой яркий. раскланиваться этот вареник инопланетный, давать понять, что добро желать. и лайк имя в ответ хвост закивать, говорить: -- гав, гав! инопланетянин ничто по-собачьи не"
1322,1323,лайка,1,,80-84," гореть леса, солнце плыть в туман. втроём: пелька, марь и мареева белокипенный лайк. рыжий пелькина волос перепутать, в рыжий -- зелёный венка: вот только встать из"
1323,1324,лайка,1,,81-85," поведение и внешний вид волчонок ничто не отличаться от щенок немецкий овчарка, лайк или маламут, а во-вторых, в подавлять большинство штат действовать закон, согласно который"
1324,1325,лайка,1,,88-92," такой имя подходить только для интеллигентский собака, а не для чистокровный чукотский лайк. и тогда по закон ассоциативный мышление он назвать шериф -- тоже американский. в"
1325,1326,лайка,1,,99-104," какой-нибудь жидкий деревце, который, пригнуть поводок, обязательно хлыстнуть я по лицо. владелец лайка знать, почему я не отпускать собака: в тандем с я она до"
1326,1327,лайка,1,,85-89," подвалить ещё мох, накидать земля, сверху сам сесть: зализывать рана. кипенно-белый лайк остервенеть визжать, цапать сзади, мешаться. сердито давнуть лайк лапа, сгрести её с"
1327,1328,лайка,1,,76-80," пройти ущелие мюреле, чем снова по болото нокёнский перевал. с мы якутский лайк ойюрана, пушистый чёрный пёс с белый лапа, купить протопопов у сорокоумов. в"
1328,1329,лайка,1,,72-77," вскочить лайк и настроить серый ухо -- бросить весь и нестись вместе с лайка навстречу, пока не завидеться: чуть сутулый, беловолосый, медленный младеть- богатырь. -- ты-"
1329,1330,лайка,1,,64-68," ещё нет? ну, что же, скоро -- сказать? » и как только вскочить лайк и настроить серый ухо -- бросить весь и нестись вместе с лайка навстречу,"
1330,1331,лайка,1,,76-87," потом подружиться и побежать вместе догонять лодка, успеть уйти уже далеко вперед.лайк бежать впереди, а наш собака -- сзади. последний раз мы видеть весь они"
1331,1332,лайка,1,,78-82," и жена, однако. матвей лука встать и, свистнуть, бросить тушка белка молодая лайк. тот задвигать острый нос, тщательно обнюхать изуродовать красный телец, но есть не"
1332,1333,лайка,1,,82-86," и « подарить » свой любимый игрушка- обрывок канат.- я с детство очень нравиться лайк, большой такой, пушистый. а однажды я у знакомый увидеть акита-ин и"
1333,1334,лайка,1,,82-86," на лоб, прозрачный капля по рыжий сосновый ствол. где-то впереди звонко залиться лайк. -- зарядить, марь, крупный: гусь ... -- пелька слышать -- лайк крикнуть: гусь. раздвинуться"
1334,1335,лайка,1,,71-75,". на южный урал этот собака привозить даже с аляска. правда, ездить на лайк по челябинский область никто не собираться: этот собака очень красивый и занимать"
1335,1336,лайка,1,,93-97," фёдор евдокимов из деревня кодино вологодчин. « остаться после смерть охотник-лесник собака лайк. что-то она досадить один нехороший человек. решить убить, да ещё варварский способ-"
1336,1337,лайка,1,,25-29," впереди звонко залиться лайк. -- зарядить, марь, крупный: гусь ... -- пелька слышать -- лайк крикнуть: гусь. раздвинуться дерево, как занавес: длинный, тихий озерко, берег из гладкий"
1337,1338,лайка,1,,80-85," медвежий дух: на полянин на дыба стоялый медвединый и играючи отбрасывать лайк .лайк совсем остервенеть: кидаться, выть, визжать. -- марь -- ты. я потом ... ну --"
1338,1339,лайка,1,,102-106," сменить случайный гражданство настя кузнецов. весь собака этот история -- ирландский сеттер тимофей, лайк буран, несколько глупый щенок и дворняжка шарик давно зарыть. что стать с"
1339,1340,лайка,1,,86-90," самый знаменитый собака быть полкан. по-видимому, это быть помесь немецкий овчарка и лайк. пёс быть невероятный ум и хитрость. к мы он попасть через знакомый"
1340,1341,лайка,1,,84-89," ален делоно с увлажниться глаз достать из потайной карман фотография два сибирский лайка, который он 5 год назад подарить генерал лебедь, который актёр назвать свой"
1341,1342,лайка,1,,69-73," собака с острый ухо и кренделёк хвост на спина. уж очень напоминать лайк пропасть тяп! -- это весь мелочь, -- прервать размышление мальчик старик в старомодный выгореть"
1342,1343,лайка,2,,87-91,", делаться едва заметный. по это признак можно всегда с уверенность отличить свежевать лайк от старый и вылежаться. кожа, выделать на лайк, иметь весьма часто различный"
1343,1344,лайка,2,,80-84,", известный под это название, по свой мягкость и эластичность весьма похожий на лайк или замша, но выделываться, в противоположность это сорт, при помощь дубление. датский"
1344,1345,лайка,2,,92-96," толикий движение давать '' -- поставить опять на место и приткнуть сбоку дорожный, розовый лайк, кисет свой, на который изобразить быть какой-то вершник в лата и гора-"
1345,1346,лайка,2,,57-61," хотя бы и с очень небольшой рог не мочь идти на выделка лайк, потому что это служить явный признак тот, что животный уже познакомиться с"
1346,1347,лайка,2,,67-71," форма. генерал сипягин сидеть на бел кон и помахивать рука в бела лайк. конь под он танцевать, солнце бить в круглый, выкинуть назад генеральский стан,"
1347,1348,лайка,2,,59-63," и вычищать бахтарма круглый струг или бланшир. недостаток лайк. свежий, недавно отделать лайк отличаться особый острый специфический, скорняжный запах, который, впрочем, в кожа, хорошо вылежаться,"
1348,1349,лайка,2,,24-28," 17 сутки. 6.4. выделка лайк 6.4.1 перчаточный лайк сырьё. сырьём для лайк служить шкурка молодая и непременно молочный( сосунок) козлёнок, барашковый и жеребёнок, затем"
1349,1350,лайка,2,,80-84," способный видеть себя с сторона. точный -- свой останки. такой же охапка мятый лайк. и уже не маяться, что вот справить себя скороход, тогда и тронуться"
1350,1351,лайка,2,,84-88," специальный вид перчатка для мокрый погода. в основное они изготавливать из тонкий лайк. правда, сам чижка перчатка надевать не стать."
1351,1352,лайка,2,,88-92," профос -- палач. к полдень, обычно, шаутбенахта менять перчатка на правый рука: тонкий лайк не выдерживать, шаутбенахта бить человек по свой манера -- кулак снизу вверх, в"
1352,1353,лайка,2,,82-86," материал для обувь — до парусина, креп, атлас( giorgio armani), в крайний случай лайк( jean paul gaultier) — и носить модель непременно на босой нога. лаковый лодочка"
1353,1354,лайка,2,,69-73," я замечать, цепенеть, подле себя охапка лохмотья когда-то добротный лайк.( неудачный выкройка из шагреневый кожа?) мой леденящий интерес к она происхождение. догадка"
1354,1355,лайка,2,,58-62," домино; а другой рука с биться на она веер и в затянутый лайк мадам помпадур подобрать подол из лазурноветь дым, и оттуда шелест чуть просунуться"
1355,1356,лайка,2,,85-89," что они проходить шлихтом и вычищать бахтарма круглый струг или бланшир. недостаток лайк. свежий, недавно отделать лайк отличаться особый острый специфический, скорняжный запах, который, впрочем,"
1356,1357,лайка,2,,71-76," ребёнок на рука. голова и рука из чего-то вылепить и обтянутый чёрный лайка. негритянский тип вполне выдержать: яркий крупный губа, прекрасный вставить чёрный глаз, волос"
1357,1358,лайка,2,,70-74," белый перчатка, который не захотеть снять даже в время игра. на бела лайк злополучный перчатка теперь ярко выступить большой красный пятно. викторик, не выносить вид"
1358,1359,лайка,2,,77-81," несколько слово о она окраска. что же касаться кожа, предназначать на белый лайк для перчатка и т. д., то после мятие и вытягивание на"
1359,1360,лайка,2,,88-92," модный и такой аристократический перчатка из кожа, замша, кружево, хороший сорт тонкий лайк, который можно быть натянуть на ладонь как чулок, украшать, но не греть"
1360,1361,лев,1,,84-87," с 11 март чистый воздух промзона именитый чета из дюссельдорф, завладеть « золотой лев » венецианский биеннале-1990, быть с юность увлечь не лицо или пейзаж, но"
1361,1362,лев,1,,83-86," клетка и поприветствовать гость, я надо быть или пройти вперёд, перешагнуть через лев( но это быть бы слишком!), или вернуться назад, миновать перепугать тигровый. мелькнуть"
1362,1363,лев,1,,79-82, под княжеский шапка и герцогский мантия в большой щит быть изобразить золотой лев и серебряный олень -- герб курляндия и семигалия. в малое же щит герб
1363,1364,лев,1,,88-93," другой -- цингер -- высокий брюнет, с впасть глаз и всклокочить бакенбарда, реветь как левый, а в сущность, как потом оказаться, быть гораздо безобидный свой коллега. тут"
1364,1365,лев,1,,104-109," продемонстрировать свой собственный аттракцион по мотив армянский эпос `` давид сасунский '' с участие львов, тигровый, пантера, ягуаровый, леопард и пума. в 1991 год быть выпустить новый"
1365,1366,лев,1,,85-90," крутой вираж: с это сезон семенов стать тренер новичок мхл – питерский « серебряный львов ». « в питер жить – не тужить » – анатолий, как коренной москвич, почти 20"
1366,1367,лев,1,,76-79, хусейн удэя не знать граница. однажды он даже скормить два молодая человек лев в свой зоопарк. о это невероятный эпизод из биография бывший глава олимпийский
1367,1368,лев,1,,68-71,". я подолгу стоялый у могила кановый и не отрывать глаз с печальный лев. а в дворец дож я весь манить к тот угол, где замазать"
1368,1369,лев,1,,19-22," егоров, вера глаголев сразу предупреждать: никакой отношение к известный песня про огнегривый лев и синий вол, исполнить око, этот спектакль не иметь. небо- оно и"
1369,1370,лев,1,,97-100," самый древний русский рукописный евангелия 1056 год, остромировой, марк евангелист изобразить с лев. в тот же евангелия на изображение иоанн богослов, находиться в узорчатый кайма,"
1370,1371,лев,1,,90-96," период хозяин, похоже, выкатить просто доигрывать. наверное, они забыть, что символ рига –левый. напрасно! динамовец быстро напомнить, кто тут царь природа. и – о чудо! – победитель"
1371,1372,лев,1,,81-84," ещё мочь разговаривать из звереть и птица? -- с ворон, гусь, ласточка, дельфин, лев, тигр, волками… -- вот здорово! значит, история про мауголь, как он жить в"
1372,1373,лев,1,,40-45," символический изображение при марка -- левый, при иоанн -- орёл. но у старообрядец наоборот, потому что при один пять"
1373,1374,лев,1,,73-78," стоялый, держать в один рука прутик, а в другой тряпка, который дёргать левый, и очень удивляться внезапный появление здесь афанасьев и незнакомый блондин. чтобы выйти"
1374,1375,лев,1,,76-79,"; но не развлечь бы беседа наш внимание? -- о, не беспокоиться! приближение лев ознаменоваться явление, который заметить мы не трудно быть. -- а что это за"
1375,1376,лев,1,,88-91," касьянов, у который быть свой план объединение. нет, пожалуй, немцов реветь простудить лев, а вот экс-премьер касьянов рычать как настоящий амурский тигр.- досрочный выбор, вот"
1376,1377,лев,1,,89-94," зверь. особенно престижно вернуться с охота с трофей, входящая в `` большой пятёрка ''( левый, слон, носорог, буйвол и леопард). за убитый слон меткий стрелка прийтись выложить"
1377,1378,лев,1,,78-81," один сторона барс, а с на другой- библейский сцена « самсон, раздирать пасть лев ». мнение специалист"
1378,1379,лев,1,,79-82," половина человек послать отводить верблюдов, а другой остаться с герасим и он лев и видеть, как герасим долго вытягивать и вынуть из плечо зверь зазубрить"
1379,1380,лев,1,,88-93," немало откровение. кто, например, мы привыкнуть считать примерный родитель? мочь быть, львов -- благодаря мультфильм `` король- левый ``? но настоящий лев о детёныш почти не заботиться"
1380,1381,лев,1,,65-68," многий помощь бес в женский клюка( т. е. хитрость). встретить я лев на путь, а разбойник на распутие: и тот и другой избежать, а"
1381,1382,лев,1,,87-90,", с золочёный булавка на галстук, с платочек в нагрудный карман, причёска берберийский лев, ноготь оберегать старательный, чем конфуций. слово, весь напоказ. идти такой человек, и"
1382,1383,лев,1,,105-110," пробоваться знаменитый американский актриса кэтрин хепберн, который наш зритель помнить по кинофильм `` левый зимой '', где она партнёр быть замечательный английский актёр питер о'тул. сегодня"
1383,1384,лев,1,,62-67, войти в клетка лев: хлыст в рука и острый внимание -- как бы левый он не съесть! вишняк быть главное знаток и распространитель принцип местничество: кто
1384,1385,лев,1,,112-115,", весь фильм который становиться лауреат главный международный кинофестиваль. у « возвращение » — два « золотой лев » венеция( хороший фильм и хороший дебют), у « изгнание » — приз канна за хороший"
1385,1386,лев,1,,99-104," филолог. формализм « типот подарить трехлетний дочь книжка о животное, она равнодушно перелистать львов и тигровый, а о зебра спросить: это ещё что за ерунда? »( запись"
1386,1387,лев,1,,23-28," по доклад о сем осёл, левый собственнолапный на оный нацарапать так: « о приговор история дать знать майор топтыгин"
1387,1388,лев,1,,86-91," понять сперва, какой мысль вы хотеть провести. понятно, страшный сила! писать, будто левый мочь хвост бык убить ... землемер вдруг ляскнуть зуб. раскраснеться солнце только что"
1388,1389,лев,1,,83-88," служитель быть пьяный и, скорее всего, плохо закрыть клетка. следом выскочить два левый. публика, подхватывать ребёнок, вопить и визжать, броситься к выход. задержать животное никто"
1389,1390,лев,1,,87-90," за то предприять, ибо тысяча невооружённый человек не мочь, конечно, противиться один лев. волк обвинить быть некогда в злодеяние, что ради отвести он в суд"
1390,1391,лев,1,,105-110," взорвать. вестись декорационный и организационный работа в ленинград, где предстоять разрушить каменный львов, копать ям и вообще устраивать всевозможный кинобезобразие ... наконец 13 май, в воскресение,"
1391,1392,лев,1,,66-71,", чем большой он познать самый себя! известно ли вы, что тигр или левый развивать в момент прыжок до пятьдесят лошадиный сила, переносить крупный добыча через"
1392,1393,лев,1,,106-109,". средиземноморский ветер трогать волос, сгибать верхушка кипарис, серебрить листва большой платан. орёл, лев, атлант и кариатида, милый символ спокойный прошлое. она никто сейчас не видеть,"
1393,1394,лев,1,,85-88," новое. публика всегда нравиться насилие, в древность народ с упоение наблюдать, как лев рвать гладиатор на часть. наверное, так быть всегда, просто сейчас моральный установка"
1394,1395,лев,1,,70-73,", играть в догонялки с фрейлина, собака и карлица, или трепать за ухо лев святой иероним, или гулять в райский сад кранах. оставаться один дом, я"
1395,1396,лев,1,,66-69," изображать, что ничто вокруг не видеть и не слышать, я подойти к лев, схватиться за конец тряпка и стать тянуть она к себя. я такой"
1396,1397,лев,2,,95-100," минный атака. из-за линейный корабль на « суворов » броситься дивизион миноносец. но изранить левый ещё сохранить достаточно сила, чтобы отогнать шакал, ранний время явиться за добыча."
1397,1398,лев,2,,80-83," марадон, а журналист это случайно услышать и написать. ещё я иногда называть « лев ». оба прозвище – из-за мой агрессивный и цепка манера игра ». напомнить, что"
1398,1399,лев,3,,87-90, – не встретить ни один знакомый лицо. « 10 день одиночество! – провозгласить светский лев и львица. – мы встретить этот новый год в элитный компания сам себя
1399,1400,лев,3,,29-34," известный ловелас, светский левый, красавчик « джоконда » из « 9 рота » официально перестать быть завидный жених. 28-летний"
1400,1401,лев,4,,35-38," предупреждать, что это ненадолго. левый( с 23 июль по 23 август) здоровье: лев набрать лишний килограмм, что несколько подорвать они вера в свой сила. работа:"
1401,1402,лев,4,,86-91," лев, дева, скорпион, рыба, телец. конфликтовать с весы, козерог, овено. левый -- для львов любовь -- сам жизнь. они романтичный, жаждать обожание и даже боготворение. хотя лев"
1402,1403,лев,4,,78-89," к серьёзный нарушение. быть внимательный, особенно если ваш работа связать с риском.льва"
1403,1404,лев,4,,91-96," за решение серьёзный задача, связанный с финансы, приобретать крупный и дорогой вещий ... левый. следовать учесть, что при решение вопрос, связанный с недвижимость, возможный подвох, который"
1404,1405,лира,1,,111-115," собачий конура. какой образ устраиваться крупный приезжий коммерсант -- это совершенно таинственно. очевидно, лира побеждать закон пространство. по характер свой интернациональный торговый оживление батум напоминать колониальный"
1405,1406,лира,1,,76-80," toutefois s'eveillait ...( так, когда я быть печальный и в заключение, мой лира весь же пробуждаться ...) меж тем как изумлённый мир на урна байрон взирать,"
1406,1407,лира,1,,72-76," шар земной.( ii, 127) « отдать весь душить октябрь и май, // но только лира мила не отдать » ... отрывок « ленин » мочь служить отличный иллюстрация этот известный стих"
1407,1408,лира,1,,84-88, ты. подъяться вновь усталый секира и жертва новый звать. певец готовый; задумчивый лира
1408,1409,лира,1,,70-74," напрасно бедный петрарка с лаура нежный искать встреча ... не ждать! лира звон печальный развеять век метель ... блудница, жадный и нахальный, лаура бродить по"
1409,1410,лира,1,,71-75," стих). и что нет в он стих! « воспевать, простодушный ... » « поэт на лира вдохновенный ... » « нестись душа превыше прах и лик ангельский внемлить ... » « идти ты"
1410,1411,лира,1,,80-84," он, слепец, кобзарь или лирник, то разбить бы вдребезги свой лукошко, называть лира, и поступить бы в михоноша к самый бедный наш лирнык, назвать себя"
1411,1412,лира,1,,94-98," гласить легенда, внезапно явиться) поэт, но и « благословлять он приход » -- « передавать он лира ». а между тем здесь, в этот трогательный схема, проявляться удивительный слепота на"
1412,1413,лира,1,,61-65," россия горе, коли в власть вор на вор ». кто предать юмор и лира, тот должный помнить о сортир, где мочить, кроме террорист, ещё и вредный"
1413,1414,лира,1,,81-85,", изображать оный, в средина оный на престол гиния, изображать аполлон, стоить с лира, пред он талия, мельпомена, терпсихор и евтерп, в вид, изъявлять прошение. явление"
1414,1415,лира,1,,98-102," я, как тогда говорить, `` оправдать доверие '', привезти с фестиваль высокий награда- `` золотой лира ''.- насколько я знать, именно с это время ваш творческий карьер пошлый"
1415,1416,лира,1,,93-97," шкаровский- воспитанник военный оркестр киевский военный округа. у он на погоны красоваться лира. а играть он на кларнет. владеть имя, он легко освоить и саксофон."
1416,1417,лира,1,,64-68," в последний раз он петь. заутра казнь, привычный пир народ: но лира юный певец о чем петь? петь она свобода: не измениться до конец!"
1417,1418,лира,1,,59-63," навсегда и прибрать. но ты-то! ты с скрыпица -- то бишь с лира орфеева в рука, -- ты-то остаться! и ещё один ... дмитревский с опаска"
1418,1419,лира,1,,79-83," москва, в свой большой деревянный дом возле пречистенка, дом с колонна, белый лира и венка над каждый окно, с мезонин, служба, палисадник, огромный зелёный двор,"
1419,1420,лира,1,,84-88,", а ярко расцветить петух- плотный, отливать зелень тёмный тело, чёрный, похожий на лира хвост, снежно-белые перо подхвостье, карминно-красный бровь. весь это выставить природа"
1420,1421,лира,1,,90-94," играть, снять пиджак и раздвинуть колено. перед каждый возвышаться тумба, украсить сиять лира из жесть, флейтист и барабанщик переговариваться о что-то. певица вытирать салфетка лаковый"
1421,1422,лира,1,,57-61," на один из пересечение лабиринт, около фигура аполлон с лира, я остановиться прикурить. широконосый, с грубый слипнуться кудри и невероятно маленькая жеманный"
1422,1423,лира,1,,85-89," избрать один немногий исключение, который не изменять ни раз возвышенный строй свой лира, не ниспускаться с вершина свой к бедный, ничтожный свой собрат, и, не"
1423,1424,лира,1,,98-102," нарушить молчание ни единый добавление. только долго покрывало сказать однообразный нытьё, ропот лира, как бы смягчать сила впечатление. актёр спасть, прислониться к скамейка. всходить большой"
1424,1425,лира,1,,81-85,", тёмный и тесный полуподземный придел. и, дойти до картина судный, усилить тон: лира он зажужжать и запеть смелый, твёрдый. послышаться вздох, слабый восклицание нежность и"
1425,1426,лира,1,,75-79," на этот слава считать он возвышенный идея свой поэзия, то, что пробуждать лира « добрый чувство » и призывать « милость к падший ». раскрывать пушкинский хрестоматия в. покровский"
1426,1427,лира,1,,91-95," премудрость обращение с это древние инструмент. я подыгрывать мой пресненский натурщик на лира и узнать, пожалуй, весь жалостливый песнопение российский нищих-горемыка. при такой-то вот"
1427,1428,лира,1,,80-84," -государь пребывать изволить », льстивый петь в он честь на весь лада туземный лира, и контраст от это преклонение и блеск тем сильный, что стоить только"
1428,1429,лира,1,,45-49," и знаменитый, спускаться с потолок люстра в лира и амур; и вышка -- раёк -- галёрка, с широковещательный надпись на каждый столб,"
1429,1430,лира,1,,90-94," до шесть лопасть. вертикальный отделение лопасть делать форма губка объёмный, похожий на лира, что и заставлять она быть такой особенный. однако такой романтический она становиться"
1430,1431,лира,1,,82-86,"? о, не державин и петров, конечно, что « герой песнь бряцать струна громозвучный лира », -- гоголь наш гомер, « мёртвый душа » -- наш героический эпос. тот, кто называть он"
1431,1432,лира,1,,71-75," с мы в нога идти под строгий механический марш музыкальный завод; они лира -- утренний шорох электрический зубной щётка и грозный треск искра в машина благодетель,"
1432,1433,лира,1,,86-90," голгофа идти к воскресение. и -- странный, дивный дело! -- вдруг в звук « варварский лира », в « этот диссонанс, в этот рёв, этот звон » революция, взрывать мир, в"
1433,1434,лира,1,,102-106," маремуха заёрзать на скамейка. подыматься, занавес накручиваться на деревянный палка. вот свернуться лира, и мы увидеть осветить сцена. декорация не быть, лишь позади висеть чёрный"
1434,1435,лира,1,,32-36," лежать? -- опять. -- а где ваш лира, тирс, тимпан? она заливаться смех: -- лира где-то там, не знать, а тирс и тимпан куда-то затащить ребёнок ... с"
1435,1436,лира,1,,88-92," случайный поэтому она принципиальный полемика с киплинг: так нужный ли мир киплинговый лира? казалось бы, после великое образцов женский лирика бессмертный « серебряный век » трудно поразить"
1436,1437,лира,1,,104-108, сопот( удостоить приз за « лебединый песня »). завоевать гран-при на фестиваль « золотой братиславский лира » с песня « яблоня в цвета »( 1972). удостоить два премия на международный конкурс
1437,1438,лира,2,,81-85," улица маршал рыбалко. средиземный мор/ остие очень хотеться есть. из 122 тысяча лира, или 122 милль, выдавать мы толстовский фонд, синьор франческа изымать у мы"
1438,1439,лира,2,,21-25," ввести плавать курс лира, отказаться от валютный коридор. в результат курс турецкий лира вчера снизиться в три раз! кризис в турция, а также обнародовать дать"
1439,1440,лира,2,,86-90," здесь деньга менять, -- сказать наталья иван, увидеть свой помощник с пачка турецкий лира в рука. -- в город курс гораздо выгодный. -- мочь, купить что-нибудь по"
1440,1441,лира,2,,76-80," не мочь примириться с такой саботаж. во-первых, мы считать, что 14 миллион лира -- это очень мало. народ заставить компания платить мы 65 миллион лира, и"
1441,1442,лира,2,,85-89," передача депеша о процесс тарновский итальянский казна получить не менее 100 тысяча лира. иначе говорить, на русский процесс италия получить чистый доход( за исключение расход)"
1442,1443,лира,2,,88-92," зал. у вход — столпотворение, но очередь быстро рассасываться. билет доступный — 20–30 лира( 9–15 доллар), причём заказать они можно по интернет. в фойе, где"
1443,1444,лира,2,,80-84," камин сырой оливковый ветвь. она достоинство быть дешевизна: снять она за 6000 лира в год, что равняться тогда пять тысяча франк. в верхний она этаж"
1444,1445,лира,2,,74-78," не только прекрасно оснастить студия звукозапись с оборот в 12,5 миллион лира в 1999 год. clan уже прикупить площадь на выезд milano nord, и"
1445,1446,лира,2,,101-105," », — рассказать рбк daily господин андреев. банк bnp paribas советовать инвестор продавать турецкий лира и покупать рубль. по мнение эксперт, турецкий лира быть дешеветь за счёт"
1446,1447,лира,2,,73-77," на жильё в этот страна варьироваться в предел от 35 тысяча. мальтийский лира( lm), что соответствовать$ 100 тысяча. за крошечный двухкомнатный квартирка в не"
1447,1448,лира,2,,87-91," же такой приличный и хороший господин надувать бедный девка из-за какой-нибудь десять лира. проводить. бег к камин, -- ах, мерзавец! так и обмереть ... вы посмотреть. рина"
1448,1449,лира,2,,85-89," глядеть, это развалина рим! », после что в изнеможение откинуться назад и попросить лира на кувшин вино."
1449,1450,лира,2,,65-69," они бывать. а то в другой раз кто-нибудь, в самый дело, пятьсот лира посулить, а вместо ярлык с бутылка сунуть, -- ты, дура безграмотный, и взять ...-"
1450,1451,лира,2,,81-85," глаз видно. надо создать условие и инфраструктура, чтобы они мочь выдавать свой лира и драхма а) легально, б) открыто, в) прозрачный, год) подотчётный. бояться нечего"
1451,1452,лира,2,,1-5," лира, расход по следствие на присяжный заседатель и на содержание суд 8608 лира. всего италия израсходовать на « русский процесс » 26574 лира, т.е. немного менее"
1452,1453,лира,2,,92-96,". российский же валюта, наоборот, недооценить и быть укрепляться, считать в банка. турецкий лира быть дешеветь, поскольку власть этот страна поддерживать рост экономика за счёт снижение"
1453,1454,мина,1,,75-79," километр южный петсамо. в порту петсамо наш военный суд очищать причал от мина, установленный финн. на ухтинский, peболский, поросозерский направление наш войско продвинуться на 45 --"
1454,1455,мина,1,,84-88," в район предполагать путь английский флот, не забывать и берег ирландия, заградить мина в то же время подступ к гельголандский бухта. английский флот в долг"
1455,1456,мина,1,,75-85," быть выбить пять окно и повредить один сторона фасад, разрушить церковный ограда.мин упасть всего в 10 метр от храм. к счастие, в самый церковь"
